age,gender,contract_type,payment_method,tenure_months,monthly_charges,total_charges,avg_call_minutes,num_support_tickets,has_international_plan,region,Churn
66,F,One year,Electronic check,57,100.38,5746.17,288.3,1,No,East,0
56,F,Month-to-month,Bank transfer,47,35.94,1832.9,177.9,0,No,Central,0
22,M,Two year,Bank transfer,57,94.23,5373.32,219.5,1,Yes,East,0
50,M,Two year,Bank transfer,22,58.59,1150.61,274.5,0,No,North,0
68,M,Month-to-month,Electronic check,25,13.12,402.64,265.4,1,No,Central,0
21,F,Month-to-month,Credit card,66,42.55,2959.2,62.9,3,No,North,0
43,M,Month-to-month,Electronic check,22,84.9,1719.02,260.8,1,Yes,South,0
70,F,Month-to-month,Electronic check,33,84.25,2982.2,230.4,1,Yes,Central,1
38,M,Month-to-month,Electronic check,52,80.05,4329.46,342.4,1,No,North,0
59,M,Two year,Credit card,18,50.28,810.84,351.2,0,No,West,0
82,F,One year,Bank transfer,36,33.68,1194.9,294.1,1,No,South,0
63,M,Month-to-month,Electronic check,44,80.09,3467.84,201.8,1,No,North,0
52,M,One year,Electronic check,0,95.23,244.54,270.3,1,Yes,South,1
49,F,Month-to-month,Credit card,41,85.68,3450.66,294.8,0,No,South,0
67,M,Month-to-month,Credit card,68,30.37,2368.42,244.1,1,No,Central,0
49,F,Month-to-month,Electronic check,29,92.92,2501.39,156.4,2,Yes,West,0
49,F,Two year,Mailed check,59,76.18,4540.1,252.3,1,Yes,South,0
30,M,Month-to-month,Credit card,21,52.51,948.73,362.6,1,No,East,0
22,M,Two year,Credit card,30,62.5,1870.81,242.2,0,Yes,South,0
66,F,Month-to-month,Electronic check,73,86.07,6455.19,325.0,0,No,Central,0
59,M,Month-to-month,Credit card,11,53.43,518.47,300.2,0,No,South,0
68,M,Month-to-month,Mailed check,13,84.63,948.83,342.8,1,No,South,0
40,F,Month-to-month,Credit card,58,69.92,4136.66,212.2,1,No,East,0
47,F,Month-to-month,Electronic check,55,53.48,3094.35,322.2,2,No,South,0
25,M,Month-to-month,Electronic check,53,78.91,4184.85,329.6,2,No,North,0
48,M,Two year,Electronic check,29,40.65,1126.91,127.7,0,No,East,0
25,F,Two year,Electronic check,9,25.97,118.04,225.3,1,No,North,0
25,M,Month-to-month,Electronic check,33,63.77,2100.18,286.4,0,Yes,South,0
76,F,Two year,Electronic check,56,40.18,2430.9,113.3,0,No,South,0
61,F,Month-to-month,Electronic check,72,44.81,3470.02,287.5,1,No,South,0
81,M,Month-to-month,Electronic check,50,36.08,1389.39,243.9,3,Yes,West,1
50,M,Month-to-month,Bank transfer,31,85.39,2505.74,283.4,0,No,East,0
58,F,Month-to-month,Credit card,50,80.62,3939.83,265.8,1,No,North,1
18,F,Month-to-month,Electronic check,25,59.19,1371.23,182.6,0,No,South,0
80,M,Month-to-month,Electronic check,7,45.56,223.54,198.4,1,No,North,0
64,M,Month-to-month,Electronic check,44,77.52,3411.88,160.2,3,No,West,0
81,M,Month-to-month,Mailed check,41,91.75,3685.43,379.4,1,No,East,0
40,F,Two year,Credit card,71,39.95,3042.31,239.5,0,No,South,0
50,M,One year,Mailed check,32,89.15,2792.26,235.9,0,No,South,0
53,F,Month-to-month,Bank transfer,50,89.83,4412.41,156.0,0,No,Central,0
20,F,Month-to-month,Bank transfer,48,27.01,1365.67,180.1,2,No,Central,0
29,F,One year,Electronic check,23,35.29,858.62,274.6,0,No,South,0
55,M,Month-to-month,Credit card,59,70.94,4339.48,141.5,1,Yes,West,0
60,M,One year,Credit card,33,45.71,1401.42,351.7,1,Yes,North,1
79,M,Two year,Electronic check,59,64.6,3920.02,175.9,0,No,East,0
42,F,Month-to-month,Bank transfer,17,91.54,1312.1,260.7,0,No,South,0
80,F,One year,Credit card,44,74.88,3273.27,285.7,0,No,South,0
76,F,Month-to-month,Mailed check,10,96.52,1377.57,271.4,1,Yes,Central,1
18,M,Month-to-month,Credit card,42,78.42,3224.19,263.4,1,No,East,0
75,F,Month-to-month,Credit card,37,61.75,2254.85,176.0,1,No,South,0
46,M,One year,Bank transfer,47,11.59,694.14,334.8,1,No,North,0
33,F,Month-to-month,Electronic check,52,63.120000000000005,3250.69,95.5,2,No,Central,0
18,F,Two year,Bank transfer,54,83.72,4438.89,214.6,1,No,East,0
28,F,Month-to-month,Electronic check,74,57.04,4254.76,189.1,1,No,South,0
71,F,Two year,Electronic check,6,67.53,239.59,287.4,0,Yes,North,0
84,M,Month-to-month,Credit card,55,42.98,2501.25,351.5,0,No,North,0
34,F,Two year,Credit card,5,56.3,160.46,269.1,0,No,South,0
81,F,Two year,Electronic check,12,99.52,909.89,205.4,0,No,North,0
55,F,Month-to-month,Credit card,69,80.91,5672.81,284.8,0,No,North,0
30,F,Month-to-month,Electronic check,65,71.06,4669.46,188.0,2,No,Central,0
78,F,Month-to-month,Electronic check,7,70.22,218.24,314.6,1,No,North,0
26,M,Month-to-month,Credit card,32,59.67,1822.29,264.5,1,No,East,0
81,M,Month-to-month,Electronic check,25,66.94,1488.7,282.3,1,No,West,0
54,M,Month-to-month,Electronic check,11,75.19,1128.17,201.0,3,Yes,West,1
72,M,Month-to-month,Electronic check,20,54.33,1187.64,218.2,2,No,Central,1
45,M,One year,Credit card,46,72.54,3343.69,301.1,0,No,South,0
53,M,Month-to-month,Electronic check,70,118.33,8193.81,213.5,3,No,Central,0
20,M,One year,Mailed check,6,100.01,321.36,284.2,0,Yes,East,0
83,F,Month-to-month,Credit card,38,31.46,1226.91,269.8,2,No,West,0
68,F,Month-to-month,Electronic check,3,80.77,609.18,371.1,2,Yes,South,1
50,M,Month-to-month,Bank transfer,31,92.29,2748.08,212.6,0,No,East,0
72,M,Month-to-month,Bank transfer,44,84.99,3616.17,168.5,1,No,Central,0
69,M,Month-to-month,Credit card,5,64.74000000000001,589.43,347.0,1,No,South,1
30,M,Month-to-month,Electronic check,3,39.67,90.07,225.4,1,No,North,0
40,F,Two year,Electronic check,58,57.69,3377.49,153.7,1,No,North,0
53,M,Month-to-month,Electronic check,51,61.6,3241.27,334.3,1,No,North,0
75,M,Month-to-month,Electronic check,65,98.93,6478.04,205.7,1,No,South,0
38,M,Month-to-month,Mailed check,5,83.74,156.7,278.3,0,No,North,0
30,M,Month-to-month,Mailed check,20,119.31,2898.68,214.2,3,No,West,1
68,M,Month-to-month,Mailed check,74,78.22,5959.72,400.5,1,No,North,0
74,M,One year,Electronic check,49,51.53,2684.36,232.4,1,Yes,South,0
69,F,Month-to-month,Credit card,20,78.5,1435.76,277.3,2,No,Central,0
53,F,Two year,Credit card,23,78.22,1676.09,210.6,0,No,West,0
36,F,Month-to-month,Credit card,70,23.87,1942.7,381.2,0,No,East,0
30,F,Month-to-month,Bank transfer,2,107.47,770.42,190.5,3,Yes,East,1
58,F,One year,Electronic check,69,59.31,4300.04,197.5,1,No,North,0
66,F,Month-to-month,Mailed check,51,22.03,1245.98,380.8,0,No,East,0
65,F,Month-to-month,Bank transfer,57,5.57,528.66,277.4,0,Yes,South,0
80,M,Two year,Bank transfer,45,73.32,3194.0,154.0,0,No,South,0
77,M,Month-to-month,Credit card,65,75.08,5010.49,244.6,1,Yes,North,0
50,M,Two year,Bank transfer,47,109.45,5078.9,225.9,2,No,West,0
53,M,Month-to-month,Electronic check,6,65.19,622.1,159.4,2,No,South,1
41,F,Two year,Electronic check,14,28.950000000000003,381.74,257.0,0,No,South,0
35,M,Two year,Electronic check,69,75.08,5279.29,241.4,0,No,Central,0
22,M,Two year,Electronic check,29,54.89,1570.21,289.7,0,No,Central,0
23,M,Month-to-month,Electronic check,20,74.29,1655.75,359.5,2,No,East,1
35,F,Month-to-month,Bank transfer,38,65.57,2449.67,247.8,1,No,Central,1
31,F,One year,Electronic check,36,88.8,3133.94,426.9,1,No,East,0
61,F,One year,Bank transfer,68,61.86,4345.74,122.7,0,Yes,East,0
31,F,One year,Credit card,26,67.83,1833.68,276.2,1,Yes,East,1
70,M,Month-to-month,Electronic check,9,72.47,497.38,152.9,1,No,North,0
38,F,One year,Electronic check,33,75.65,2487.74,292.6,0,No,West,0
24,M,Month-to-month,Electronic check,29,43.75,1229.28,204.7,2,No,West,0
61,M,Month-to-month,Electronic check,51,111.8,5665.05,224.5,0,No,North,0
26,F,Month-to-month,Credit card,10,86.86,561.57,288.0,0,No,South,0
72,M,Month-to-month,Credit card,20,90.13,1588.34,299.1,0,Yes,West,0
65,M,Month-to-month,Electronic check,49,72.09,3546.41,385.4,2,Yes,Central,0
53,F,Month-to-month,Electronic check,33,128.46,3905.42,251.3,1,No,North,0
39,M,Month-to-month,Bank transfer,11,41.48,282.79,171.8,0,No,West,0
54,F,Two year,Bank transfer,69,88.59,6240.9,254.4,0,No,East,0
83,F,Month-to-month,Bank transfer,25,50.18,1197.79,156.9,2,No,West,0
84,M,Month-to-month,Electronic check,14,100.59,1731.31,262.7,3,No,East,1
66,M,Month-to-month,Bank transfer,50,81.1,4027.76,331.9,3,No,West,1
66,F,Month-to-month,Electronic check,20,63.16,1405.25,278.6,1,Yes,South,1
58,F,Two year,Bank transfer,43,76.23,3179.22,277.6,1,No,East,0
84,M,Month-to-month,Credit card,72,108.18,7816.31,255.8,0,Yes,East,0
47,M,One year,Electronic check,56,72.56,4106.52,291.8,0,No,West,0
64,M,Month-to-month,Bank transfer,65,37.58,2646.56,308.9,1,No,South,0
42,M,Month-to-month,Credit card,37,20.21,466.76,229.6,4,No,West,1
81,F,One year,Electronic check,8,108.34,477.18,226.3,0,No,North,0
25,M,Month-to-month,Electronic check,9,88.81,1280.21,268.4,2,No,South,1
55,M,Month-to-month,Credit card,47,47.45,2242.16,307.1,0,No,East,0
65,M,One year,Credit card,25,55.63,1344.75,268.5,2,No,Central,0
62,F,Two year,Electronic check,4,83.91,59.28,220.4,1,No,West,0
18,F,Month-to-month,Credit card,0,84.47,11.31,99.8,2,Yes,North,1
21,F,Month-to-month,Electronic check,31,77.31,2224.14,277.5,1,No,West,0
47,F,Month-to-month,Bank transfer,60,43.67,2779.03,244.5,0,No,North,0
84,F,Month-to-month,Credit card,58,53.45,3205.82,348.4,0,No,Central,0
27,M,Two year,Credit card,32,78.97,2342.35,280.5,0,No,Central,0
81,M,Month-to-month,Electronic check,49,81.95,4107.53,324.3,3,No,South,0
27,M,One year,Electronic check,57,71.21000000000001,3748.95,215.8,1,No,East,1
69,F,Month-to-month,Electronic check,30,68.1,2038.51,285.5,1,No,South,0
52,M,Two year,Mailed check,27,17.65,661.58,227.7,0,No,South,0
39,M,Month-to-month,Electronic check,39,98.58,3701.46,315.2,1,No,South,0
74,M,Two year,Electronic check,11,52.73,449.0,150.7,0,No,Central,0
67,F,Month-to-month,Electronic check,42,60.33,2480.22,237.4,2,No,West,0
48,F,Month-to-month,Credit card,44,66.89,2952.15,323.1,0,No,South,0
46,M,One year,Bank transfer,33,60.46,1908.99,196.2,1,No,East,0
36,F,Month-to-month,Mailed check,45,78.7,3519.47,237.6,2,No,East,0
63,F,Two year,Electronic check,63,89.35,5645.18,273.2,0,Yes,East,0
35,F,One year,Bank transfer,29,86.69,2762.05,211.6,1,No,East,1
42,M,One year,Credit card,73,50.31,3901.45,231.9,1,No,North,0
65,M,Two year,Bank transfer,55,101.85,5566.58,318.1,0,No,Central,0
66,F,Month-to-month,Bank transfer,32,95.01,2925.61,210.7,1,No,East,0
43,F,Month-to-month,Mailed check,36,66.51,2388.38,98.4,0,No,South,0
44,M,Month-to-month,Bank transfer,22,65.76,1345.8,313.8,1,No,North,0
30,M,Two year,Electronic check,72,73.45,5277.86,314.4,2,No,West,0
43,F,Month-to-month,Bank transfer,73,60.59,4627.02,171.6,0,No,East,0
23,F,Month-to-month,Electronic check,36,113.11,3903.91,307.0,0,No,South,0
69,F,One year,Electronic check,45,42.87,1808.85,250.0,1,Yes,North,1
46,M,Month-to-month,Electronic check,28,80.39,2193.96,215.7,0,No,South,0
61,M,Month-to-month,Electronic check,17,77.23,1522.85,238.3,2,No,West,1
66,M,One year,Mailed check,35,116.15,4337.95,293.4,1,No,East,1
48,M,Month-to-month,Electronic check,11,63.31,935.64,202.3,3,No,East,1
80,M,Month-to-month,Electronic check,6,36.25,82.0,228.6,1,No,West,0
20,F,Month-to-month,Electronic check,27,97.09,2829.24,360.3,2,No,West,1
36,M,Month-to-month,Electronic check,43,76.2,3291.69,196.6,1,No,East,1
82,F,Month-to-month,Bank transfer,56,44.71,2647.28,373.2,0,No,North,0
43,F,One year,Credit card,34,44.16,1494.28,227.8,0,No,North,0
76,M,Month-to-month,Bank transfer,67,56.04,3915.12,141.1,0,No,North,0
50,F,One year,Credit card,17,39.83,673.43,234.2,3,No,South,0
70,M,Month-to-month,Mailed check,53,62.8,3406.94,339.7,1,No,East,0
83,M,Month-to-month,Mailed check,62,31.700000000000003,2142.15,393.2,0,No,Central,0
65,M,Month-to-month,Bank transfer,68,81.19,5625.83,250.2,0,No,South,0
42,F,Two year,Electronic check,63,72.58,4602.75,332.2,0,No,Central,0
82,M,One year,Bank transfer,10,51.02,345.66,342.0,1,No,West,0
35,M,Month-to-month,Mailed check,17,97.82,1970.77,258.2,1,No,North,1
73,F,Two year,Credit card,23,70.64,1545.79,279.4,0,No,North,0
21,F,Month-to-month,Bank transfer,44,73.52,3210.65,308.6,1,No,South,0
64,M,One year,Electronic check,66,82.64,5574.83,240.1,1,No,West,0
70,F,Month-to-month,Bank transfer,48,49.79,2455.48,444.6,0,No,North,0
69,M,Month-to-month,Bank transfer,39,103.79,3882.2,178.7,0,No,West,0
25,F,Month-to-month,Credit card,32,68.50999999999999,2265.19,186.7,1,No,North,1
66,F,Month-to-month,Electronic check,33,120.3,3673.17,261.2,3,No,East,0
71,F,Month-to-month,Electronic check,0,83.49,173.35,285.7,1,No,East,1
45,M,Month-to-month,Mailed check,38,40.24,1566.28,388.3,0,Yes,West,0
70,M,Two year,Credit card,35,52.99,1800.88,248.9,0,No,South,0
57,M,Two year,Credit card,73,60.34,4595.75,185.4,0,No,Central,0
51,M,Month-to-month,Mailed check,43,55.19,2352.35,405.4,1,Yes,East,0
45,F,One year,Electronic check,72,16.06,1520.44,303.9,0,No,South,0
48,F,Two year,Bank transfer,70,88.47,6257.79,323.2,0,No,West,0
45,F,Month-to-month,Electronic check,64,58.16,3887.48,182.2,2,No,South,0
69,M,Month-to-month,Bank transfer,29,70.96,1962.38,172.8,2,No,North,0
52,M,One year,Electronic check,15,52.38,721.12,126.3,0,Yes,Central,0
74,F,One year,Credit card,54,88.26,4653.0,313.3,1,No,West,1
23,F,Two year,Electronic check,22,61.33,1258.12,199.2,0,No,East,0
34,F,Month-to-month,Electronic check,52,101.13,5235.89,314.2,3,No,South,1
68,M,Month-to-month,Electronic check,64,91.0,5877.82,280.1,1,No,North,0
56,M,Month-to-month,Bank transfer,5,87.71,168.75,119.9,1,Yes,West,0
65,M,Month-to-month,Credit card,30,69.61,1957.89,108.8,0,Yes,South,0
46,M,Month-to-month,Electronic check,6,66.12,231.84,272.3,0,No,South,0
43,F,Two year,Credit card,29,42.27,1266.96,182.8,0,No,East,0
82,M,Month-to-month,Mailed check,48,76.18,3676.8,212.3,0,No,West,0
55,M,Month-to-month,Credit card,32,98.79,3027.47,478.1,0,No,East,0
32,M,Month-to-month,Mailed check,8,51.11,292.89,220.6,0,No,West,0
54,M,Month-to-month,Electronic check,21,103.19,1930.47,286.0,1,No,West,0
22,M,Month-to-month,Mailed check,20,52.65,887.42,275.5,1,No,West,0
28,M,Month-to-month,Credit card,64,56.82,3674.88,142.5,0,No,West,0
20,F,One year,Electronic check,0,113.61,168.41,281.5,1,No,East,1
26,F,Two year,Electronic check,19,47.34,898.66,220.0,0,No,North,0
18,M,Month-to-month,Credit card,34,41.09,1127.54,244.1,1,No,Central,1
65,M,Month-to-month,Mailed check,29,70.07,1924.16,236.9,1,No,North,0
60,F,Month-to-month,Bank transfer,27,60.78,1549.54,144.8,1,No,South,0
41,M,Two year,Credit card,44,63.39,2842.62,246.4,0,No,North,0
70,F,Month-to-month,Credit card,17,94.33,1333.75,185.5,1,Yes,North,0
78,F,Month-to-month,Credit card,41,76.02,3024.27,230.8,1,No,East,0
83,M,One year,Electronic check,74,75.31,5637.25,300.9,0,No,East,0
29,F,One year,Electronic check,21,52.09,1044.36,313.5,0,Yes,South,0
52,M,Month-to-month,Credit card,50,61.14,3093.12,271.5,0,No,Central,0
60,M,Month-to-month,Credit card,3,37.28,50.03,200.3,0,No,South,0
21,M,Month-to-month,Electronic check,52,52.39,2760.71,240.1,1,No,West,0
18,M,Month-to-month,Mailed check,21,81.55,1552.41,339.0,0,No,Central,0
47,M,One year,Credit card,5,88.23,140.21,227.1,0,No,South,0
73,F,Month-to-month,Bank transfer,40,78.69,3173.61,315.5,2,No,Central,0
22,M,Month-to-month,Credit card,60,65.35,3915.72,310.1,2,No,West,0
58,M,Month-to-month,Electronic check,22,55.76,1221.39,215.3,2,No,West,0
51,M,One year,Bank transfer,69,97.4,6686.83,130.0,0,Yes,East,0
36,F,Month-to-month,Bank transfer,41,66.56,2828.6,225.7,0,Yes,Central,0
64,F,One year,Electronic check,36,59.89,2123.97,309.1,0,Yes,West,0
74,F,Month-to-month,Mailed check,25,74.99,1955.01,339.6,2,No,Central,1
49,M,Two year,Credit card,22,22.08,488.98,248.9,0,No,North,0
84,M,One year,Credit card,12,21.17,247.75,338.6,0,No,South,0
68,F,Month-to-month,Electronic check,28,56.42,1531.41,155.6,1,No,East,0
26,F,Month-to-month,Electronic check,49,84.6,4109.93,191.9,3,Yes,East,1
75,F,One year,Electronic check,39,85.04,3322.41,363.8,0,No,North,0
81,F,Month-to-month,Electronic check,44,66.61,3025.65,331.9,0,No,South,0
60,M,One year,Mailed check,9,85.35,521.27,470.1,0,No,Central,0
68,F,Month-to-month,Electronic check,22,73.97,1558.73,337.9,0,No,East,0
21,F,Month-to-month,Bank transfer,43,74.04,3139.79,259.2,0,No,West,0
44,F,Month-to-month,Mailed check,71,66.29,4831.71,318.1,1,No,East,0
53,M,One year,Electronic check,38,102.07,3744.49,321.9,0,No,West,0
75,F,Month-to-month,Credit card,18,37.84,592.18,177.8,0,Yes,South,0
84,M,Month-to-month,Electronic check,22,93.57,1850.92,139.5,2,Yes,South,0
62,F,Month-to-month,Electronic check,55,50.59,2379.1,288.1,2,No,Central,1
29,F,Month-to-month,Electronic check,63,59.68000000000001,3877.85,67.6,1,No,East,0
24,F,Month-to-month,Mailed check,59,70.7,4287.84,188.3,0,No,West,0
53,F,Month-to-month,Credit card,69,36.41,2743.3,301.4,2,No,South,0
31,F,Month-to-month,Bank transfer,63,31.86,1516.68,124.0,1,No,West,1
63,M,Month-to-month,Electronic check,62,91.18,5677.89,150.8,2,No,East,0
83,F,Month-to-month,Electronic check,72,65.37,4916.82,353.8,0,No,South,0
56,F,One year,Electronic check,56,37.28,2200.76,107.4,1,No,North,0
56,M,Month-to-month,Electronic check,0,87.28,370.2,184.3,1,No,South,1
36,F,Month-to-month,Credit card,62,40.66,2633.21,359.7,1,No,East,0
68,F,Month-to-month,Electronic check,70,84.0,6011.32,163.3,2,No,South,0
75,M,Month-to-month,Electronic check,0,72.12,213.73,228.6,4,No,South,1
51,F,Month-to-month,Electronic check,59,62.13,3738.52,238.9,1,No,East,0
32,M,Month-to-month,Credit card,30,100.51,3287.06,352.1,3,No,South,1
34,F,Month-to-month,Mailed check,39,114.89,4733.26,174.7,2,Yes,Central,1
23,F,Month-to-month,Credit card,5,51.93,117.05,344.3,1,No,North,0
20,F,Month-to-month,Bank transfer,58,68.83,4028.86,359.1,0,No,North,0
21,F,Month-to-month,Mailed check,72,101.79,7301.82,217.1,1,No,South,0
35,M,Month-to-month,Electronic check,48,63.73,2954.26,384.1,2,No,East,1
19,F,Two year,Credit card,28,99.17,2647.6,269.0,0,No,North,0
60,M,Month-to-month,Credit card,50,68.2,3449.85,230.3,1,No,South,0
31,M,Month-to-month,Mailed check,61,45.93,2884.9,178.1,0,No,North,0
33,M,One year,Electronic check,50,55.36,2938.27,245.9,0,No,North,0
78,F,One year,Bank transfer,62,76.45,4759.86,215.7,0,No,Central,0
26,F,Month-to-month,Electronic check,51,42.54,2283.42,314.0,1,No,East,0
41,M,Month-to-month,Electronic check,14,51.6,621.9,294.6,2,No,Central,0
53,F,Month-to-month,Mailed check,71,70.56,5129.5,228.4,3,No,South,0
77,M,One year,Electronic check,30,115.71,3217.77,264.7,0,No,North,0
54,F,Month-to-month,Electronic check,74,60.38,4701.78,417.6,1,Yes,North,0
25,M,Month-to-month,Credit card,19,65.52000000000001,1415.55,292.0,1,No,East,1
40,F,Two year,Electronic check,54,109.2,5741.63,266.3,0,No,South,0
60,F,Two year,Electronic check,54,75.37,4071.02,406.4,0,No,East,0
29,F,Month-to-month,Credit card,43,136.74,5628.77,185.1,1,No,West,0
45,F,Two year,Electronic check,35,73.96,2526.87,270.0,0,No,North,0
53,M,One year,Electronic check,51,75.05,3854.1,52.8,0,No,West,0
64,M,Month-to-month,Credit card,24,96.89,2136.46,428.9,0,No,West,0
19,M,One year,Credit card,59,28.28,1754.81,107.1,0,No,South,0
58,F,Two year,Bank transfer,22,78.96,1715.85,182.3,0,Yes,Central,0
62,F,Month-to-month,Bank transfer,41,87.54,3659.55,293.8,1,No,East,1
38,F,Two year,Mailed check,29,76.04,2106.46,231.3,1,No,North,0
19,M,One year,Electronic check,10,31.090000000000003,337.3,318.5,0,No,South,0
33,F,Two year,Bank transfer,35,73.01,2533.75,221.5,0,Yes,East,0
51,M,Month-to-month,Mailed check,24,26.92,682.62,170.9,0,Yes,Central,0
38,F,One year,Electronic check,12,108.79,1052.07,121.7,0,No,Central,0
68,F,Month-to-month,Bank transfer,59,48.75,2950.79,151.0,1,No,West,0
47,F,Month-to-month,Credit card,50,13.670000000000002,967.07,338.3,2,No,Central,0
28,M,Month-to-month,Credit card,64,83.59,5480.46,286.5,0,No,East,0
71,F,Month-to-month,Electronic check,20,65.54,1155.2,20.0,0,Yes,South,0
57,F,Month-to-month,Electronic check,58,5.0,482.97,201.8,1,No,South,0
31,F,Month-to-month,Bank transfer,21,76.58,1448.23,280.9,1,No,South,0
24,M,Month-to-month,Credit card,5,66.33,71.17,88.5,1,No,South,0
57,F,Month-to-month,Electronic check,60,12.4,1004.07,223.0,2,Yes,West,0
55,M,Two year,Electronic check,63,56.01,3738.82,311.0,1,No,East,0
60,F,Month-to-month,Electronic check,12,50.93,459.71,222.3,0,No,South,0
62,F,Month-to-month,Electronic check,70,89.31,6243.3,214.0,1,No,Central,0
66,M,Two year,Electronic check,28,21.07,717.54,154.9,1,No,East,0
47,F,Month-to-month,Mailed check,50,82.42,4125.35,266.8,1,No,South,0
62,F,Month-to-month,Electronic check,48,62.36,2774.67,221.3,2,No,East,1
60,M,Month-to-month,Mailed check,68,74.29,5112.0,284.2,2,No,Central,0
78,M,Two year,Bank transfer,28,48.7,1345.81,243.4,0,No,West,0
51,M,Two year,Bank transfer,17,83.62,1216.42,184.2,0,No,North,0
74,F,One year,Electronic check,55,64.95,3687.62,158.7,1,No,East,0
71,F,One year,Bank transfer,56,56.96,3297.17,238.3,0,No,South,0
64,F,One year,Credit card,67,5.0,559.8,103.8,1,No,East,0
47,F,Month-to-month,Electronic check,10,51.9,587.41,251.4,3,No,South,1
53,M,Month-to-month,Mailed check,59,17.9,1319.87,347.4,0,No,East,0
67,F,One year,Electronic check,70,104.95,7353.35,293.4,0,No,Central,0
71,F,One year,Electronic check,49,90.76,4374.57,187.3,0,Yes,North,0
30,M,Month-to-month,Mailed check,24,62.86,1402.3,205.7,0,No,North,0
77,M,Month-to-month,Electronic check,57,79.94,4607.06,186.7,0,No,North,0
45,F,Month-to-month,Electronic check,12,35.45,306.96,322.7,1,No,Central,0
61,F,Month-to-month,Bank transfer,9,62.24,329.7,287.8,1,Yes,East,0
62,F,Month-to-month,Electronic check,13,117.12,2050.26,196.7,5,Yes,Central,1
77,F,Month-to-month,Electronic check,0,99.93,309.66,295.3,2,No,East,1
42,M,Two year,Bank transfer,69,15.02,1313.31,362.4,0,No,West,0
74,M,Two year,Electronic check,37,114.23,4061.59,199.3,0,No,South,0
24,M,Month-to-month,Electronic check,54,94.84,5147.46,249.8,1,No,North,0
19,M,One year,Electronic check,15,39.82,556.91,331.9,1,Yes,North,0
54,M,Month-to-month,Mailed check,36,109.28,3681.47,211.5,1,No,West,0
69,F,Month-to-month,Electronic check,0,131.51,220.58,333.9,1,No,Central,1
84,F,Two year,Electronic check,28,69.81,1942.63,317.3,0,No,West,0
84,M,Two year,Electronic check,38,55.07,2152.78,137.2,0,Yes,East,0
36,F,One year,Bank transfer,34,90.42,2935.3,203.5,0,No,South,0
24,M,Two year,Bank transfer,46,35.42,1784.33,332.5,1,No,North,0
48,F,One year,Credit card,42,69.09,2929.2,210.4,0,Yes,West,0
78,F,Month-to-month,Credit card,44,81.55,3546.23,136.1,0,Yes,North,0
70,F,One year,Credit card,9,35.0,327.36,249.1,1,No,West,0
63,F,Two year,Electronic check,30,52.44,1424.39,175.8,0,No,North,0
49,F,Two year,Electronic check,41,96.95,4022.43,235.6,2,No,North,0
61,F,One year,Electronic check,65,71.35,4717.05,208.1,1,No,West,0
76,F,Month-to-month,Electronic check,21,93.92,1719.54,278.5,1,No,South,0
77,M,Two year,Bank transfer,49,68.68,3298.67,356.0,0,No,West,0
42,F,Month-to-month,Mailed check,12,81.71,791.09,219.1,1,No,South,0
84,F,Two year,Bank transfer,10,19.92,142.83,351.6,0,No,North,0
24,M,Two year,Bank transfer,18,74.74,1242.6,165.3,0,Yes,Central,0
29,F,Month-to-month,Mailed check,23,95.55,1950.54,153.7,0,No,West,0
71,M,One year,Electronic check,13,60.900000000000006,616.76,170.9,1,No,South,0
73,M,One year,Electronic check,19,59.3,1071.38,192.1,0,No,Central,0
68,F,Month-to-month,Electronic check,11,65.82,557.07,241.7,1,No,North,0
79,F,Month-to-month,Electronic check,0,98.81,150.24,326.8,2,No,Central,1
58,M,Month-to-month,Electronic check,70,65.03,4741.88,380.5,0,No,Central,0
52,F,Month-to-month,Mailed check,42,57.12,2387.17,135.3,0,No,North,0
19,F,Month-to-month,Credit card,60,74.65,4589.29,310.6,1,No,East,0
45,F,Month-to-month,Mailed check,53,65.0,3417.37,312.0,1,No,West,0
47,F,Month-to-month,Electronic check,11,125.29,1112.71,221.2,1,No,North,0
70,M,Month-to-month,Electronic check,1,45.94,140.49,212.4,1,No,East,1
19,F,One year,Electronic check,39,51.34,1954.12,256.9,0,No,Central,0
24,M,Two year,Bank transfer,74,23.8,2089.62,299.7,1,No,North,0
67,M,Month-to-month,Electronic check,41,33.3,1432.66,245.2,2,No,North,0
54,M,Two year,Electronic check,69,75.72,5371.29,211.7,1,No,Central,0
72,M,Month-to-month,Credit card,36,63.510000000000005,2164.75,224.6,1,No,West,0
23,F,One year,Bank transfer,5,56.99,94.47,93.1,1,No,South,0
25,F,Month-to-month,Electronic check,6,92.65,939.76,341.8,3,No,East,1
59,F,Month-to-month,Electronic check,62,32.9,2269.85,58.8,1,No,South,0
27,M,Month-to-month,Mailed check,29,58.85,1638.66,220.2,0,No,Central,0
18,F,Month-to-month,Credit card,74,40.03,3149.83,263.6,3,Yes,East,0
70,F,Two year,Electronic check,31,42.69,1354.09,224.2,1,No,West,0
30,F,Month-to-month,Electronic check,59,67.34,3807.29,146.1,3,No,Central,1
20,M,Month-to-month,Electronic check,74,54.42,4260.08,208.8,1,Yes,South,0
30,F,Month-to-month,Electronic check,24,77.79,2078.12,126.3,3,No,East,1
28,F,Two year,Bank transfer,53,14.7,917.69,246.9,0,No,East,0
76,F,Month-to-month,Electronic check,18,53.36,955.2,152.2,0,No,North,0
18,M,One year,Credit card,68,60.45,4266.42,159.0,0,No,Central,0
